date,region,numtotal,numtested,numactive,numtoday,ratetested
2020-06-21,Quebec,54766,551352.0,26027.0,92,64980.0
2020-06-21,Newfoundland and Labrador,261,15960.0,0.0,0,30602.0
2020-06-21,New Brunswick,164,36375.0,27.0,0,46825.0
2020-06-21,Nova Scotia,1061,52229.0,1.0,0,53767.0
2020-06-21,Prince Edward Island,27,9810.0,0.0,0,62505.0
2020-06-21,Yukon,11,1250.0,0.0,0,30597.0
2020-06-21,Northwest Territories,5,2239.0,0.0,0,49949.0
2020-06-21,Canada,101337,2415441.0,29021.0,318,64259.0
2020-06-22,British Columbia,2822,152966.0,182.0,32,30163.0
2020-06-22,Alberta,7736,351622.0,542.0,32,80438.0
2020-06-22,Saskatchewan,751,54068.0,95.0,5,46036.0
2020-06-22,Manitoba,314,57149.0,14.0,1,41731.0
2020-06-22,Ontario,33637,1157497.0,2095.0,161,79463.0
2020-06-22,Quebec,54835,551352.0,25912.0,69,64980.0
2020-06-22,Newfoundland and Labrador,261,16104.0,0.0,0,30878.0
2020-06-22,New Brunswick,164,36534.0,27.0,0,47030.0
2020-06-22,Nova Scotia,1061,52360.0,0.0,0,53902.0
2020-06-22,Prince Edward Island,27,9909.0,0.0,0,63136.0
2020-06-22,Yukon,11,1250.0,0.0,0,30597.0
2020-06-22,Northwest Territories,5,2239.0,0.0,0,49949.0
2020-06-22,Canada,101637,2444118.0,28867.0,300,65022.0
2020-06-23,British Columbia,2835,155588.0,174.0,13,30680.0
2020-06-23,Alberta,7781,357139.0,532.0,45,81701.0
2020-06-23,Saskatchewan,753,54431.0,98.0,2,46345.0
2020-06-23,Manitoba,314,57784.0,14.0,0,42195.0
2020-06-23,Ontario,33853,1173157.0,2127.0,216,80538.0
2020-06-23,Quebec,54884,564464.0,25840.0,49,66525.0
2020-06-23,Newfoundland and Labrador,261,16348.0,0.0,0,31346.0
2020-06-23,New Brunswick,165,36714.0,20.0,1,47261.0
2020-06-23,Nova Scotia,1061,52649.0,0.0,0,54199.0
2020-06-23,Prince Edward Island,27,10026.0,0.0,0,63881.0
2020-06-23,Yukon,11,1259.0,0.0,0,30817.0
2020-06-23,Northwest Territories,5,2239.0,0.0,0,49949.0
2020-06-23,Canada,101963,2482869.0,28805.0,326,66053.0
2020-06-24,British Columbia,2849,156737.0,162.0,14,30906.0
2020-06-24,Alberta,7825,362699.0,538.0,44,82972.0
2020-06-24,Saskatchewan,757,54933.0,101.0,4,46773.0
2020-06-24,Manitoba,315,58358.0,15.0,1,42614.0
2020-06-24,Ontario,34016,1195605.0,2049.0,163,82079.0
2020-06-24,Quebec,54937,568997.0,25786.0,53,67059.0
2020-06-24,Newfoundland and Labrador,261,16570.0,0.0,0,31771.0
2020-06-24,New Brunswick,165,36979.0,16.0,0,47603.0
2020-06-24,Nova Scotia,1061,52936.0,0.0,0,54495.0
2020-06-24,Prince Edward Island,27,10177.0,0.0,0,64844.0
2020-06-24,Yukon,11,1265.0,0.0,0,30964.0
2020-06-24,Northwest Territories,5,2315.0,0.0,0,51644.0
2020-06-24,Canada,102242,2518650.0,28667.0,279,67005.0
2020-06-25,British Columbia,2869,158259.0,179.0,20,31207.0
2020-06-25,Alberta,7851,367935.0,506.0,26,84170.0
2020-06-25,Saskatchewan,759,55418.0,98.0,2,47186.0
2020-06-25,Manitoba,316,58749.0,15.0,1,42899.0
2020-06-25,Ontario,34205,1222216.0,2036.0,189,83906.0
2020-06-25,Quebec,55079,573478.0,25845.0,142,67588.0
2020-06-25,Newfoundland and Labrador,261,16855.0,0.0,0,32318.0
2020-06-25,New Brunswick,165,37201.0,14.0,0,47888.0
2020-06-25,Nova Scotia,1061,53385.0,0.0,0,54957.0
2020-06-25,Prince Edward Island,27,10177.0,0.0,0,64844.0
2020-06-25,Yukon,11,1266.0,0.0,0,30988.0
2020-06-25,Northwest Territories,5,2327.0,0.0,0,51912.0
2020-06-25,Canada,102622,2558363.0,28693.0,380,68061.0
2020-06-26,British Columbia,2878,160145.0,159.0,9,31578.0
2020-06-26,Alberta,7888,373437.0,509.0,37,85429.0
2020-06-26,Saskatchewan,772,55948.0,105.0,13,47637.0
2020-06-26,Manitoba,318,59772.0,11.0,2,43646.0
2020-06-26,Ontario,34316,1251990.0,1918.0,111,85950.0
2020-06-26,Quebec,55079,573478.0,25845.0,0,67588.0
2020-06-26,Newfoundland and Labrador,261,17038.0,0.0,0,32669.0
2020-06-26,New Brunswick,165,37473.0,13.0,0,48239.0
2020-06-26,Nova Scotia,1061,53672.0,0.0,0,55252.0
2020-06-26,Prince Edward Island,27,10582.0,0.0,0,67424.0
2020-06-26,Yukon,11,1272.0,0.0,0,31135.0
2020-06-26,Northwest Territories,5,2327.0,0.0,0,51912.0
2020-06-26,Canada,102794,2598243.0,28560.0,172,69122.0
2020-06-27,British Columbia,2878,161963.0,159.0,0,31937.0
2020-06-27,Alberta,7957,378629.0,520.0,69,86617.0
2020-06-27,Saskatchewan,777,56776.0,103.0,5,48342.0
2020-06-27,Manitoba,322,60486.0,15.0,4,44168.0
2020-06-27,Ontario,34476,1284387.0,1892.0,160,88174.0
2020-06-27,Quebec,55079,573478.0,25845.0,0,67588.0
2020-06-27,Newfoundland and Labrador,261,17165.0,0.0,0,32912.0
2020-06-27,New Brunswick,165,37714.0,9.0,0,48549.0
2020-06-27,Nova Scotia,1061,53930.0,0.0,0,55518.0
2020-06-27,Prince Edward Island,27,11051.0,0.0,0,70412.0
2020-06-27,Yukon,11,1272.0,0.0,0,31135.0
2020-06-27,Northwest Territories,5,2341.0,0.0,0,52224.0
2020-06-27,Canada,103032,2640315.0,28543.0,238,70241.0
2020-06-28,British Columbia,2878,162876.0,159.0,0,32117.0
2020-06-28,Alberta,7996,384020.0,520.0,39,87850.0
2020-06-28,Saskatchewan,778,57292.0,104.0,1,48781.0
2020-06-28,Manitoba,322,61444.0,15.0,0,44867.0
2020-06-28,Ontario,34654,1312083.0,1889.0,178,90075.0
2020-06-28,Quebec,55079,573478.0,25845.0,0,67588.0
2020-06-28,Newfoundland and Labrador,261,17406.0,0.0,0,33374.0
2020-06-28,New Brunswick,165,37919.0,5.0,0,48813.0
2020-06-28,Nova Scotia,1061,54175.0,0.0,0,55770.0
2020-06-28,Prince Edward Island,27,11271.0,0.0,0,71814.0
2020-06-28,Yukon,11,1272.0,0.0,0,31135.0
2020-06-28,Northwest Territories,5,2341.0,0.0,0,52224.0
2020-06-28,Canada,103250,2676705.0,28537.0,218,71209.0
2020-06-29,British Columbia,2904,163137.0,153.0,26,32168.0
2020-06-29,Alberta,8067,389687.0,559.0,71,89146.0
2020-06-29,Saskatchewan,779,57842.0,87.0,1,49250.0
2020-06-29,Manitoba,324,61881.0,17.0,2,45186.0
2020-06-29,Ontario,34911,1338323.0,2050.0,257,91876.0
2020-06-29,Quebec,55390,584708.0,25303.0,311,68911.0
2020-06-29,Newfoundland and Labrador,261,17549.0,0.0,0,33648.0
2020-06-29,New Brunswick,165,38086.0,5.0,0,49028.0
2020-06-29,Nova Scotia,1061,54382.0,0.0,0,55983.0
2020-06-29,Prince Edward Island,27,11312.0,0.0,0,72075.0
2020-06-29,Yukon,11,1283.0,0.0,0,31405.0
2020-06-29,Northwest Territories,5,2364.0,0.0,0,52737.0
2020-06-29,Canada,103918,2721685.0,28174.0,668,72406.0
2020-06-30,British Columbia,2916,165628.0,152.0,12,32660.0
2020-06-30,Alberta,8108,395713.0,547.0,41,90525.0
2020-06-30,Saskatchewan,785,58170.0,88.0,6,49529.0
2020-06-30,Manitoba,325,62182.0,18.0,1,45406.0
2020-06-30,Ontario,35068,1361305.0,2052.0,157,93454.0
2020-06-30,Quebec,55458,600314.0,25157.0,68,70750.0
2020-06-30,Newfoundland and Labrador,261,17690.0,0.0,0,33919.0
2020-06-30,New Brunswick,165,38261.0,4.0,0,49253.0
2020-06-30,Nova Scotia,1062,54664.0,1.0,1,56274.0
2020-06-30,Prince Edward Island,27,11419.0,0.0,0,72757.0
2020-06-30,Yukon,11,1289.0,0.0,0,31551.0
2020-06-30,Northwest Territories,5,2369.0,0.0,0,52849.0
2020-06-30,Canada,104204,2770153.0,28019.0,286,73695.0
2020-07-01,British Columbia,2916,165628.0,152.0,0,32660.0
2020-07-01,Alberta,8108,395713.0,547.0,0,90525.0
2020-07-01,Saskatchewan,785,58170.0,88.0,0,49529.0
2020-07-01,Manitoba,325,62182.0,18.0,0,45406.0
2020-07-01,Ontario,35068,1361305.0,2052.0,0,93454.0
2020-07-01,Quebec,55458,600314.0,25157.0,0,70750.0
2020-07-01,Newfoundland and Labrador,261,17690.0,0.0,0,33919.0
2020-07-01,New Brunswick,165,38261.0,4.0,0,49253.0
2020-07-01,Nova Scotia,1062,54664.0,1.0,0,56274.0
2020-07-01,Prince Edward Island,27,11419.0,0.0,0,72757.0
2020-07-01,Yukon,11,1289.0,0.0,0,31551.0
2020-07-01,Northwest Territories,5,2369.0,0.0,0,52849.0
2020-07-01,Canada,104204,2770153.0,28019.0,0,73695.0
2020-07-02,British Columbia,2940,168505.0,160.0,24,33227.0
2020-07-02,Alberta,8202,407363.0,542.0,94,93190.0
2020-07-02,Saskatchewan,795,59231.0,80.0,10,50432.0
2020-07-02,Manitoba,325,63265.0,18.0,0,46197.0
2020-07-02,Ontario,35370,1410036.0,1960.0,302,96800.0
2020-07-02,Quebec,55593,611136.0,25018.0,135,72026.0
2020-07-02,Newfoundland and Labrador,261,18200.0,0.0,0,34897.0
2020-07-02,New Brunswick,165,38684.0,3.0,0,49797.0
2020-07-02,Nova Scotia,1064,55116.0,3.0,2,56739.0
2020-07-02,Prince Edward Island,27,11857.0,0.0,0,75548.0
2020-07-02,Yukon,11,1294.0,0.0,0,31674.0
2020-07-02,Northwest Territories,5,2396.0,0.0,0,53451.0
2020-07-02,Canada,104771,2848244.0,27784.0,567,75773.0
2020-07-03,British Columbia,2947,169842.0,162.0,7,33491.0
2020-07-03,Alberta,8259,412841.0,572.0,57,94443.0
2020-07-03,Saskatchewan,796,59680.0,71.0,1,50815.0
2020-07-03,Manitoba,325,63715.0,16.0,0,46525.0
2020-07-03,Ontario,35535,1433439.0,1944.0,165,98406.0
2020-07-03,Quebec,55682,616676.0,24964.0,89,72679.0
2020-07-03,Newfoundland and Labrador,261,18313.0,0.0,0,35113.0
2020-07-03,New Brunswick,165,38883.0,2.0,0,50054.0
2020-07-03,Nova Scotia,1064,55439.0,3.0,0,57072.0
2020-07-03,Prince Edward Island,27,12044.0,0.0,0,76739.0
2020-07-03,Yukon,11,1295.0,0.0,0,31698.0
2020-07-03,Northwest Territories,5,2412.0,0.0,0,53808.0
2020-07-03,Canada,105090,2885746.0,27734.0,319,76770.0
2020-07-04,British Columbia,2947,171214.0,162.0,0,33761.0
2020-07-04,Alberta,8259,412841.0,572.0,0,94443.0
2020-07-04,Saskatchewan,796,60229.0,71.0,0,51282.0
2020-07-04,Manitoba,325,63715.0,16.0,0,46525.0
2020-07-04,Ontario,35656,1454163.0,1886.0,121,99829.0
2020-07-04,Quebec,55784,622087.0,24938.0,102,73316.0
2020-07-04,Newfoundland and Labrador,261,18461.0,0.0,0,35397.0
2020-07-04,New Brunswick,165,39051.0,1.0,0,50270.0
2020-07-04,Nova Scotia,1064,55930.0,3.0,0,57577.0
2020-07-04,Prince Edward Island,30,12368.0,3.0,3,78804.0
2020-07-04,Yukon,11,1295.0,0.0,0,31698.0
2020-07-04,Northwest Territories,5,2412.0,0.0,0,53808.0
2020-07-04,Canada,105316,2914954.0,27652.0,226,77548.0
2020-07-05,British Columbia,2947,172759.0,162.0,0,34066.0
2020-07-05,Alberta,8259,412841.0,572.0,0,94443.0
2020-07-05,Saskatchewan,796,60784.0,71.0,0,51755.0
2020-07-05,Manitoba,325,63715.0,16.0,0,46525.0
2020-07-05,Ontario,35794,1477177.0,1839.0,138,101409.0
2020-07-05,Quebec,55863,622087.0,24943.0,79,73316.0
2020-07-05,Newfoundland and Labrador,261,18724.0,0.0,0,35901.0
2020-07-05,New Brunswick,165,39237.0,1.0,0,50509.0
2020-07-05,Nova Scotia,1064,56032.0,3.0,0,57682.0
2020-07-05,Prince Edward Island,32,12674.0,5.0,2,80753.0
2020-07-05,Yukon,11,1295.0,0.0,0,31698.0
2020-07-05,Northwest Territories,5,2412.0,0.0,0,53808.0
2020-07-05,Canada,105535,2940925.0,27612.0,219,78238.0
2020-07-06,British Columbia,2978,174315.0,166.0,31,34373.0
2020-07-06,Alberta,8389,426313.0,607.0,130,97525.0
2020-07-06,Saskatchewan,805,61368.0,59.0,9,52252.0
2020-07-06,Manitoba,325,65298.0,14.0,0,47681.0
2020-07-06,Ontario,35948,1493915.0,1833.0,154,102558.0
2020-07-06,Quebec,55937,622087.0,24982.0,74,73316.0
2020-07-06,Newfoundland and Labrador,261,18876.0,0.0,0,36193.0
2020-07-06,New Brunswick,165,39435.0,1.0,0,50764.0
2020-07-06,Nova Scotia,1065,56236.0,4.0,1,57892.0
2020-07-06,Prince Edward Island,32,12919.0,5.0,0,82314.0
2020-07-06,Yukon,11,1306.0,0.0,0,31967.0
2020-07-06,Northwest Territories,5,2440.0,0.0,0,54433.0
2020-07-06,Canada,105934,2975711.0,27671.0,399,79164.0
2020-07-07,British Columbia,2990,175553.0,162.0,12,34617.0
2020-07-07,Alberta,8436,431102.0,620.0,47,98621.0
2020-07-07,Saskatchewan,806,61676.0,54.0,1,52514.0
2020-07-07,Manitoba,325,65680.0,11.0,0,47960.0
2020-07-07,Ontario,36060,1508542.0,1766.0,112,103562.0
2020-07-07,Quebec,55997,644248.0,24949.0,60,75928.0
2020-07-07,Newfoundland and Labrador,261,19099.0,0.0,0,36620.0
2020-07-07,New Brunswick,165,39652.0,1.0,0,51044.0
2020-07-07,Nova Scotia,1065,56551.0,4.0,0,58216.0
2020-07-07,Prince Edward Island,32,13092.0,5.0,0,83417.0
2020-07-07,Yukon,11,1306.0,0.0,0,31967.0
2020-07-07,Northwest Territories,5,2458.0,0.0,0,54834.0
2020-07-07,Canada,106166,3020172.0,27572.0,232,80347.0
2020-07-08,British Columbia,3008,176719.0,162.0,18,34847.0
2020-07-08,Alberta,8482,435847.0,608.0,46,99706.0
2020-07-08,Saskatchewan,808,62143.0,47.0,2,52912.0
2020-07-08,Manitoba,325,66370.0,6.0,0,48464.0
2020-07-08,Ontario,36178,1530627.0,1673.0,118,105078.0
2020-07-08,Quebec,56079,648924.0,24942.0,82,76479.0
2020-07-08,Newfoundland and Labrador,261,19416.0,0.0,0,37228.0
2020-07-08,New Brunswick,165,39966.0,1.0,0,51448.0
2020-07-08,Nova Scotia,1066,56942.0,5.0,1,58619.0
2020-07-08,Prince Edward Island,32,13392.0,5.0,0,85328.0
2020-07-08,Yukon,11,1317.0,0.0,0,32237.0
2020-07-08,Northwest Territories,5,2458.0,0.0,0,54834.0
2020-07-08,Canada,106433,3055341.0,27449.0,267,81282.0
2020-07-09,British Columbia,3028,178658.0,175.0,20,35229.0
2020-07-09,Alberta,8519,441197.0,584.0,37,100930.0
2020-07-09,Saskatchewan,813,62849.0,48.0,5,53513.0
2020-07-09,Manitoba,325,66825.0,4.0,0,48796.0
2020-07-09,Ontario,36348,1556093.0,1668.0,170,106826.0
2020-07-09,Quebec,56216,656477.0,24991.0,137,77369.0
2020-07-09,Newfoundland and Labrador,261,19759.0,0.0,0,37886.0
2020-07-09,New Brunswick,166,40257.0,1.0,1,51822.0
2020-07-09,Nova Scotia,1066,57351.0,4.0,0,59040.0
2020-07-09,Prince Edward Island,33,13665.0,6.0,1,87068.0
2020-07-09,Yukon,11,1322.0,0.0,0,32359.0
2020-07-09,Northwest Territories,5,2507.0,0.0,0,55927.0
2020-07-09,Canada,106804,3098193.0,27481.0,371,82422.0
2020-07-10,British Columbia,3053,180776.0,187.0,25,35647.0
2020-07-10,Alberta,8596,447181.0,592.0,77,102299.0
2020-07-10,Saskatchewan,815,63526.0,43.0,2,54089.0
2020-07-10,Manitoba,325,67706.0,4.0,0,49440.0
2020-07-10,Ontario,36464,1582678.0,1599.0,116,108652.0
2020-07-10,Quebec,56316,663629.0,25029.0,100,78212.0
2020-07-10,Newfoundland and Labrador,262,19945.0,1.0,1,38242.0
2020-07-10,New Brunswick,166,40564.0,1.0,0,52218.0
2020-07-10,Nova Scotia,1066,57738.0,3.0,0,59438.0
2020-07-10,Prince Edward Island,33,13872.0,6.0,0,88387.0
2020-07-10,Yukon,11,1327.0,0.0,0,32482.0
2020-07-10,Northwest Territories,5,2519.0,0.0,0,56195.0
2020-07-10,Canada,107125,3142702.0,27465.0,321,83606.0
2020-07-11,British Columbia,3053,182865.0,187.0,0,36059.0
2020-07-11,Alberta,8596,447181.0,592.0,0,102299.0
2020-07-11,Saskatchewan,815,64258.0,43.0,0,54713.0
2020-07-11,Manitoba,325,67706.0,4.0,0,49440.0
2020-07-11,Ontario,36594,1611235.0,1456.0,130,110612.0
2020-07-11,Quebec,56407,671724.0,25014.0,91,79166.0
2020-07-11,Newfoundland and Labrador,262,20139.0,1.0,0,38614.0
2020-07-11,New Brunswick,166,40881.0,1.0,0,52626.0
2020-07-11,Nova Scotia,1066,58100.0,3.0,0,59811.0
2020-07-11,Prince Edward Island,33,14331.0,6.0,0,91311.0
2020-07-11,Yukon,11,1327.0,0.0,0,32482.0
2020-07-11,Northwest Territories,5,2519.0,0.0,0,56195.0
2020-07-11,Canada,107346,3183516.0,27307.0,221,84692.0
2020-07-12,British Columbia,3053,185502.0,187.0,0,36579.0
2020-07-12,Alberta,8596,447181.0,592.0,0,102299.0
2020-07-12,Saskatchewan,815,65070.0,43.0,0,55404.0
2020-07-12,Manitoba,325,67706.0,4.0,0,49440.0
2020-07-12,Ontario,36723,1636119.0,1470.0,129,112320.0
2020-07-12,Quebec,56521,671724.0,25032.0,114,79166.0
2020-07-12,Newfoundland and Labrador,262,20403.0,1.0,0,39121.0
2020-07-12,New Brunswick,166,41137.0,1.0,0,52955.0
2020-07-12,Nova Scotia,1066,58419.0,3.0,0,60139.0
2020-07-12,Prince Edward Island,34,14522.0,7.0,1,92528.0
2020-07-12,Yukon,11,1327.0,0.0,0,32482.0
2020-07-12,Northwest Territories,5,2519.0,0.0,0,56195.0
2020-07-12,Canada,107590,3212879.0,27340.0,244,85473.0
2020-07-13,British Columbia,3115,186910.0,208.0,62,36856.0
2020-07-13,Alberta,8826,466472.0,676.0,230,106712.0
2020-07-13,Saskatchewan,871,65673.0,90.0,56,55918.0
2020-07-13,Manitoba,325,70047.0,1.0,0,51149.0
2020-07-13,Ontario,36839,1656332.0,1454.0,116,113708.0
2020-07-13,Quebec,56621,671724.0,25082.0,100,79166.0
2020-07-13,Newfoundland and Labrador,262,20554.0,1.0,0,39410.0
2020-07-13,New Brunswick,166,41310.0,1.0,0,53178.0
2020-07-13,Nova Scotia,1066,58799.0,3.0,0,60530.0
2020-07-13,Prince Edward Island,35,14611.0,8.0,1,93095.0
2020-07-13,Yukon,11,1343.0,0.0,0,32873.0
2020-07-13,Northwest Territories,5,2583.0,0.0,0,57623.0
2020-07-13,Canada,108155,3257608.0,27524.0,565,86663.0
2020-07-14,British Columbia,3128,188456.0,209.0,13,37161.0
2020-07-14,Alberta,8912,470871.0,701.0,86,107718.0
2020-07-14,Saskatchewan,876,66157.0,76.0,5,56330.0
2020-07-14,Manitoba,330,70351.0,5.0,5,51371.0
2020-07-14,Ontario,36950,1672528.0,1442.0,111,114820.0
2020-07-14,Quebec,56730,692455.0,25072.0,109,81610.0
2020-07-14,Newfoundland and Labrador,262,20766.0,1.0,0,39817.0
2020-07-14,New Brunswick,167,41497.0,2.0,1,53419.0
2020-07-14,Nova Scotia,1066,59074.0,1.0,0,60814.0
2020-07-14,Prince Edward Island,36,15117.0,9.0,1,96319.0
2020-07-14,Yukon,11,1356.0,0.0,0,33191.0
2020-07-14,Northwest Territories,5,2594.0,0.0,0,57868.0
2020-07-14,Canada,108486,3302483.0,27518.0,331,87857.0
2020-07-15,British Columbia,3149,189991.0,207.0,21,37464.0
2020-07-15,Alberta,8994,475334.0,704.0,82,108739.0
2020-07-15,Saskatchewan,881,66902.0,75.0,5,56964.0
2020-07-15,Manitoba,330,70830.0,5.0,0,51721.0
2020-07-15,Ontario,37052,1695520.0,1400.0,102,116398.0
2020-07-15,Quebec,56859,699897.0,25126.0,129,82487.0
2020-07-15,Newfoundland and Labrador,262,21032.0,1.0,0,40327.0
2020-07-15,New Brunswick,168,41838.0,3.0,1,53858.0
2020-07-15,Nova Scotia,1067,59440.0,2.0,1,61190.0
2020-07-15,Prince Edward Island,36,15848.0,9.0,0,100977.0
2020-07-15,Yukon,11,1365.0,0.0,0,33412.0
2020-07-15,Northwest Territories,5,2629.0,0.0,0,58649.0
2020-07-15,Canada,108827,3341893.0,27532.0,341,88906.0
2020-07-16,British Columbia,3170,192218.0,192.0,21,37903.0
2020-07-16,Alberta,9114,481161.0,807.0,120,110072.0
2020-07-16,Saskatchewan,923,67867.0,114.0,42,57786.0
2020-07-16,Manitoba,331,71534.0,6.0,1,52235.0
2020-07-16,Ontario,37163,1721146.0,1365.0,111,118157.0
2020-07-16,Quebec,57001,709026.0,25102.0,142,83563.0
2020-07-16,Newfoundland and Labrador,262,21317.0,1.0,0,40873.0
2020-07-16,New Brunswick,168,42145.0,3.0,0,54253.0
2020-07-16,Nova Scotia,1067,59854.0,2.0,0,61617.0
2020-07-16,Prince Edward Island,36,16188.0,9.0,0,103143.0
2020-07-16,Yukon,11,1376.0,0.0,0,33681.0
2020-07-16,Northwest Territories,5,2638.0,0.0,0,58850.0
2020-07-16,Canada,109264,3387755.0,27601.0,437,90126.0
2020-07-17,British Columbia,3198,194626.0,207.0,28,38378.0
2020-07-17,Alberta,9219,485822.0,859.0,105,111139.0
2020-07-17,Saskatchewan,936,68806.0,128.0,13,58585.0
2020-07-17,Manitoba,336,72334.0,11.0,5,52819.0
2020-07-17,Ontario,37274,1751290.0,1366.0,111,120227.0
2020-07-17,Quebec,57142,718928.0,1556.0,141,84730.0
2020-07-17,Newfoundland and Labrador,262,21546.0,0.0,0,41312.0
2020-07-17,New Brunswick,168,42512.0,3.0,0,54725.0
2020-07-17,Nova Scotia,1067,60250.0,2.0,0,62024.0
2020-07-17,Prince Edward Island,36,16589.0,7.0,0,105698.0
2020-07-17,Yukon,13,1391.0,2.0,2,34048.0
2020-07-17,Northwest Territories,5,2644.0,0.0,0,58984.0
2020-07-17,Canada,109669,3438041.0,4141.0,405,91463.0
2020-07-18,British Columbia,3198,197164.0,207.0,0,38878.0
2020-07-18,Alberta,9219,485822.0,859.0,0,111139.0
2020-07-18,Saskatchewan,941,69932.0,128.0,5,59544.0
2020-07-18,Manitoba,337,72334.0,12.0,1,52819.0
2020-07-18,Ontario,37440,1779196.0,1398.0,166,122143.0
2020-07-18,Quebec,57300,730010.0,1619.0,158,86036.0
2020-07-18,Newfoundland and Labrador,262,21723.0,0.0,0,41651.0
2020-07-18,New Brunswick,168,42835.0,3.0,0,55141.0
2020-07-18,Nova Scotia,1067,60546.0,2.0,0,62329.0
2020-07-18,Prince Edward Island,36,16888.0,7.0,0,107603.0
2020-07-18,Yukon,13,1391.0,2.0,0,34048.0
2020-07-18,Northwest Territories,5,2644.0,0.0,0,58984.0
2020-07-18,Canada,109999,3481804.0,4237.0,330,92628.0
2020-07-19,British Columbia,3198,199519.0,207.0,0,39342.0
2020-07-19,Alberta,9219,485822.0,859.0,0,111139.0
2020-07-19,Saskatchewan,943,71011.0,129.0,2,60463.0
2020-07-19,Manitoba,343,72334.0,18.0,6,52819.0
2020-07-19,Ontario,37604,1805206.0,1446.0,164,123928.0
2020-07-19,Quebec,57466,738437.0,1761.0,166,87029.0
2020-07-19,Newfoundland and Labrador,262,21976.0,0.0,0,42137.0
2020-07-19,New Brunswick,169,43077.0,4.0,1,55453.0
2020-07-19,Nova Scotia,1067,60915.0,2.0,0,62709.0
2020-07-19,Prince Edward Island,36,16888.0,7.0,0,107603.0
2020-07-19,Yukon,13,1391.0,2.0,0,34048.0
2020-07-19,Northwest Territories,5,2644.0,0.0,0,58984.0
2020-07-19,Canada,110338,3520542.0,4435.0,339,93658.0
2020-07-20,British Columbia,3300,201317.0,253.0,102,39697.0
2020-07-20,Alberta,9587,503190.0,1109.0,368,115112.0
2020-07-20,Saskatchewan,962,72127.0,145.0,19,61413.0
2020-07-20,Manitoba,354,74634.0,29.0,11,54499.0
2020-07-20,Ontario,37739,1825435.0,1474.0,135,125317.0
2020-07-20,Quebec,57616,747943.0,1769.0,150,88149.0
2020-07-20,Newfoundland and Labrador,262,22092.0,0.0,0,42359.0
2020-07-20,New Brunswick,170,43077.0,5.0,1,55453.0
2020-07-20,Nova Scotia,1067,61198.0,1.0,0,63000.0
2020-07-20,Prince Edward Island,36,17234.0,5.0,0,109808.0
2020-07-20,Yukon,13,1417.0,2.0,0,34684.0
2020-07-20,Northwest Territories,5,2644.0,0.0,0,58984.0
2020-07-20,Canada,111124,3573630.0,4792.0,786,95071.0
2020-07-21,British Columbia,3328,202849.0,266.0,28,39999.0
2020-07-21,Alberta,9728,508956.0,1193.0,141,116431.0
2020-07-21,Saskatchewan,970,72727.0,142.0,8,61924.0
2020-07-21,Manitoba,366,75868.0,41.0,12,55400.0
2020-07-21,Ontario,37942,1847658.0,1584.0,203,126843.0
2020-07-21,Quebec,57796,758349.0,1840.0,180,89376.0
2020-07-21,Newfoundland and Labrador,263,22356.0,1.0,1,42865.0
2020-07-21,New Brunswick,170,43535.0,5.0,0,56042.0
2020-07-21,Nova Scotia,1067,61477.0,1.0,0,63287.0
2020-07-21,Prince Edward Island,36,17492.0,3.0,0,111452.0
2020-07-21,Yukon,13,1435.0,2.0,0,35125.0
2020-07-21,Northwest Territories,5,2704.0,0.0,0,60322.0
2020-07-21,Canada,111697,3616728.0,5078.0,573,96217.0
2020-07-22,British Columbia,3362,204512.0,285.0,34,40327.0
2020-07-22,Alberta,9861,514742.0,1251.0,133,117754.0
2020-07-22,Saskatchewan,1030,73754.0,190.0,60,62798.0
2020-07-22,Manitoba,374,76604.0,49.0,8,55937.0
2020-07-22,Ontario,38107,1870864.0,1540.0,165,128436.0
2020-07-22,Quebec,57938,767792.0,1903.0,142,90489.0
2020-07-22,Newfoundland and Labrador,264,22709.0,2.0,1,43542.0
2020-07-22,New Brunswick,170,43863.0,3.0,0,56464.0
2020-07-22,Nova Scotia,1067,61828.0,1.0,0,63649.0
2020-07-22,Prince Edward Island,36,17622.0,2.0,0,112280.0
2020-07-22,Yukon,13,1435.0,2.0,0,35125.0
2020-07-22,Northwest Territories,5,2704.0,0.0,0,60322.0
2020-07-22,Canada,112240,3659778.0,5228.0,543,97362.0
2020-07-23,British Columbia,3392,206900.0,304.0,30,40798.0
2020-07-23,Alberta,9975,520722.0,1293.0,114,119122.0
2020-07-23,Saskatchewan,1072,74989.0,218.0,42,63850.0
2020-07-23,Manitoba,375,77805.0,49.0,1,56814.0
2020-07-23,Ontario,38210,1896014.0,1492.0,103,130162.0
2020-07-23,Quebec,58080,767792.0,1913.0,142,90489.0
2020-07-23,Newfoundland and Labrador,264,22983.0,2.0,0,44067.0
2020-07-23,New Brunswick,170,44147.0,3.0,0,56830.0
2020-07-23,Nova Scotia,1067,62365.0,1.0,0,64201.0
2020-07-23,Prince Edward Island,36,18038.0,2.0,0,114931.0
2020-07-23,Yukon,13,1469.0,2.0,0,35957.0
2020-07-23,Northwest Territories,5,2736.0,0.0,0,61036.0
2020-07-23,Canada,112672,3697322.0,5279.0,432,98361.0
2020-07-24,British Columbia,3419,209472.0,294.0,27,41305.0
2020-07-24,Alberta,10086,527149.0,1341.0,111,120593.0
2020-07-24,Saskatchewan,1099,76315.0,235.0,27,64979.0
2020-07-24,Manitoba,384,79194.0,58.0,9,57828.0
